Date,y_0,y_1,y_2,y_3
2014-11-11,12.123096,12.123096,12.123096,12.123096
2014-11-12,11.81769968222532,12.226867066304347,12.140312109369535,12.157554624765153
2014-11-13,12.022011797626416,12.235446023505435,12.125023176421962,12.158846089407117
2014-11-14,12.00593396772197,12.315882326222825,12.134530580103647,12.15843516883922
2014-11-15,11.92505011574115,12.31732359103261,12.116800557021588,12.115347212148214
2014-11-18,12.007170723868466,12.315196009646739,12.118920451085748,12.171995547579849
2014-11-19,11.908065331329276,12.278134914538045,12.125215894064159,12.198353166863585
2014-11-20,11.448486747291462,12.361453746874998,12.1195628432264,12.219662333456002
2014-11-21,11.686108828238176,12.311489900135868,12.132731882109814,12.26063698436925
2014-11-22,11.681821406930323,12.390759464673911,12.130611988045656,12.298735191307212
2014-11-25,11.460524507117354,12.394808732472825,12.136393517311545,12.254473175850784
2014-11-26,11.714306868378277,12.443743104347824,12.111147506183832,12.277484727653064
2014-11-27,12.043284003346143,12.485745678804346,12.140954501510189,12.37158553770168
2014-11-28,11.971387246029858,12.45081216508152,12.126757635201729,12.385322025257123
2014-11-29,12.08912643117625,12.440586048097824,12.169219755698979,12.38138892839296
2014-12-02,,,,
2014-12-03,12.32979917728432,12.263173213179346,12.137549823164724,12.329084610393386
2014-12-04,12.211895091318393,12.316843169429347,12.130997423330047,12.339240218714291
2014-12-05,12.251471288006256,12.416290441304348,12.146800269990145,12.34646068012164
2014-12-06,12.119633082789813,12.533581944157609,12.167678014561409,12.42371374688644
2014-12-09,12.250646783908593,12.584094844157608,12.180911292658887,12.47883580592303
2014-12-10,12.292614042479682,12.716210785054347,12.183031186723047,12.591780259156677
2014-12-11,12.393533344033735,12.700562767119566,12.16343822643309,12.576165277576557
2014-12-12,12.336972362933993,12.812569632336958,12.171982041903794,
2014-12-13,12.239021276131535,12.776263485461955,12.204808280291228,
2014-12-16,12.23794942080457,12.803990675135868,12.197163813817443,
2014-12-17,12.14700661883225,12.695964446059781,12.199797621594122,
2014-12-18,11.997441575516033,12.683748011005434,12.194401527612628,
2014-12-19,12.006346219770803,12.706465089673912,12.215343511397958,
2014-12-20,11.828335785085185,12.625342470380437,12.203716213652115,
2014-12-23,11.809372190838916,12.65670713790761,12.207827523352302,
2014-12-24,11.68165650611079,12.714220466983695,12.211360680125901,
2014-12-25,11.009026063236645,12.726642797010868,12.194080331542299,
2014-12-26,11.103761584058217,12.67393368396739,12.217399166248052,
2014-12-27,11.056847300901145,12.705847404755435,12.196714139318985,
2014-12-30,11.190416964722685,12.747300925951086,12.202431429370808,
2014-12-31,10.969779668187847,12.83398270951087,12.234615275617589,
2015-01-01,10.890215022763288,12.786352339130435,12.232109946269038,
2015-01-02,11.144327185663279,12.793558663179347,12.21951906031221,
2015-01-03,11.406272137491074,12.964039700679347,12.220739605379455,
2015-01-06,,,,
2015-01-07,11.666650531533309,12.950656527445652,12.245278985152451,
2015-01-08,11.64455382171592,12.999522267663043,12.260696396528152,12.541882761626217
2015-01-09,11.498534146019654,12.978864138722827,12.243094851874226,12.501142922466057
2015-01-10,11.083066531206855,12.790332975271737,12.218041558388707,12.278893598171573
2015-01-13,11.28968725808141,12.843659773233695,12.199219468667538,12.335776745356293
2015-01-14,10.971840928432007,12.660070089130434,12.163952140145614,12.15373893377753
2015-01-15,11.026588000516883,12.595693594293476,12.139027325088227,12.170351865308257
2015-01-16,11.100133766028497,12.694317286277176,12.171403888977203,12.283589833233261
2015-01-17,11.023125083306697,12.620675517663042,12.158556046164117,12.252653384764377
2015-01-20,11.08619964677798,12.717240259918476,12.180525857374496,12.320396575529257
2015-01-21,11.096505947998775,12.744006606385868,12.172431716402249,12.35796645602278
2015-01-22,11.602998815193661,12.846954092798912,12.194208809970434,12.497385934416705
2015-01-23,11.555507379168226,12.999316372690219,12.235257667758242,12.57258439834202
2015-01-24,11.392667819879621,12.941597148641304,12.252088341843386,12.504547692885781
2015-01-27,11.33956975599007,12.792391924999997,12.243030612660158,12.41279500036801
2015-01-28,11.171865622525248,12.815246266983696,12.243994200871139,12.392894704294099
2015-01-29,11.333056173618527,12.947773997826086,12.27675620004451,12.469971662244088
2015-01-30,11.322749872397727,12.824237014130436,12.285428493943344,12.432401781750569
2015-01-31,11.16526958974394,12.927047237228262,12.278105223539884,12.407746547676696
2015-02-03,10.963595887455368,12.964726017255435,12.289025889931008,12.35274189451665
2015-02-04,10.228632934797837,13.00693448668478,12.254914867262267,12.180977097135333
2015-02-05,10.307950228993098,13.041456210461954,12.24836246742759,12.204575678320325
2015-02-06,10.159539491413609,13.075566144293479,12.259411612246845,12.160372365802168
2015-02-07,10.20917463809297,13.011395544429348,12.266606404222172,12.125444117530847
2015-02-10,,,,12.124739682271592
2015-02-11,10.149645442241644,13.061359391168478,12.22825559342511,12.06110569718569
2015-02-12,10.344888012568436,12.973922659374999,12.229668856134552,12.15004064866645
2015-02-13,10.381331093685176,12.892182355163044,12.251317471274602,12.148690481086211
2015-02-14,10.221377298738396,12.984766461277172,12.243608765586748,12.101845536345854
2015-02-17,10.307373076124732,12.935420299456522,12.223823087654596,12.102080348098939
2015-02-18,10.64814061968919,13.06431055244565,12.23879082453184,12.214085554320247
2015-02-19,10.84049742567416,13.081811625135868,12.25639236918577,12.269794642739544
2015-02-20,10.88947296907539,13.12964789048913,12.273672717769372,12.263865645974164
2015-02-21,10.98659955178019,13.111460501222826,12.289025889931008,12.314115361134247
2015-02-24,10.89062727481212,13.12175524986413,12.280353596032175,12.296152262023284
2015-02-25,11.090404617676064,13.139050427581521,12.298212097542365,12.252653384764377
2015-02-26,10.91940246782059,13.09917543451087,12.273608478555307,12.232518276937384
2015-02-27,10.822523236345088,13.154698445516305,12.24187430680698,12.243084805826186
2015-02-28,10.879084217444825,13.142413378804347,12.219968734810669,12.222127856863391
2015-03-03,11.058331408276942,13.125667254347826,12.228962224779831,12.239327817776832
2015-03-04,11.22883885567382,12.97852098043478,12.242966373446093,12.284763891998683
2015-03-05,11.025845946828987,12.858346947961953,12.208148719422631,12.133016796567821
2015-03-06,11.13674174796477,12.794862664673913,12.19395185311417,12.15004064866645
2015-03-07,11.027412504614547,12.688483595380434,12.217784601532445,12.10636566259273
2015-03-10,10.86894281704356,12.948803472690217,12.227292005214128,12.179626929555097
2015-03-11,10.931522678056245,13.007620803260869,12.224015805296792,12.156145754246644
2015-03-12,11.121818223797055,13.107342601766304,12.168448885130195,12.260813093184064
2015-03-13,10.69530225407556,13.078860463858696,12.105494455346072,12.125209305777764
2015-03-14,10.23201340159826,13.020660818206522,12.097721510444154,11.964304551976603
2015-03-17,10.294923064250009,13.037063784374999,12.036694257081995,11.96365881965562
2015-03-18,10.577150816880335,13.160188978125,12.072989413028964,12.06104699424742
2015-03-19,10.534936207079948,13.08222341508152,12.08949889104378,12.087932939975596
2015-03-20,10.450012285020573,13.196563756657609,12.105365976917941,12.15315190439482
2015-03-21,10.377373474016391,13.12854978396739,12.089948565542237,12.157085001258983
2015-03-24,10.553734900506683,13.165748142391301,12.111918376752614,12.265802842937111
2015-03-25,10.683594295888735,13.209191981657607,12.118470776587289,12.306014355652831
2015-03-26,10.41134304284014,13.193406700407609,12.106329565128922,12.272436274961747
2015-03-27,10.432862599789166,13.171444569972827,12.10986272190252,12.270205563307444
2015-03-28,10.435913264950521,13.191485013994566,12.122003933360888,12.292219165159116
2015-03-31,10.628270070935491,13.054084435461954,12.141596893650844,12.28247447740611
2015-04-01,10.552580594769953,13.082429310054348,12.115001859027757,12.294273767998607
2015-04-02,10.53007163290373,13.169385620244563,12.115451533526214,12.227998150690505
2015-04-03,10.385536064583263,13.053741277173911,12.09823542415668,12.131373114296231
2015-04-04,10.571461738606455,13.03013198695652,12.115066098241822,12.158141654147865
2015-04-07,10.67823501925392,13.165336352445653,12.120205235367056,12.149512322222007
2015-04-08,10.639895578712553,13.36580942432065,12.133566991892664,12.165538224370026
2015-04-09,10.71649200938552,13.517554019293478,12.132282207611356,12.268503178097584
2015-04-10,10.70033172907131,13.565527547961954,12.142881677932152,12.286466277208547
2015-04-11,10.471449391559833,13.676093148369564,12.130033835119068,12.282180962714754
2015-04-14,10.453227851001463,13.599431586820653,12.107871306266492,12.279128409924656
2015-04-15,10.406725819893223,13.741979539673913,12.119819800082663,12.352507082763566
2015-04-16,10.12054044759411,13.691947061277173,12.106136847486727,12.19753132572779
2015-04-17,9.903036266630394,13.768883149456522,12.099263251581725,12.189078102616747
2015-04-18,9.867747491250382,13.80203224008152,12.101190428003688,12.241030202986693
2015-04-21,9.86007960314211,13.836622595516303,12.128363615553365,12.300437576517076
2015-04-22,9.986476081313972,13.862633993749998,12.119627082440466,12.30319661461582
2015-04-23,9.957288636256674,13.854535458152176,12.124252305853178,12.348397877084585
2015-04-24,9.954732673553917,13.851103875271738,12.12508741563603,12.379275622615198
2015-04-25,10.048973491916891,13.889263076902173,12.12900600769402,12.395712445331114
2015-04-28,,,,12.39506671301013
2015-04-29,,,,12.394831901257048
2015-04-30,10.384794010895364,13.870046212771737,12.13954123880075,12.427294626120979
2015-05-01,10.759531123283573,13.888302233695653,12.150140709121548,12.520221377404171
2015-05-02,10.456196065753051,13.908754467663043,12.156885826598415,12.408333577059405
2015-05-05,,,,12.407687844738422
2015-05-06,10.695549605304858,14.037507457336956,12.155729520745238,12.505721751651205
2015-05-07,10.799354671200735,14.06633275353261,12.17949802994945,12.589784359255457
2015-05-08,11.213750430686572,14.059744114402175,12.210782527199312,12.64613917999574
2015-05-09,10.896233902676233,14.072578234375,12.201467841159825,12.575108624687676
2015-05-12,10.87215838302445,14.017741539945652,12.210718287985246,12.50278660473765
2015-05-13,11.050910871397967,14.036066192527171,12.218170036816836,12.535073220786769
2015-05-14,11.131135120100655,14.064822857065218,12.221381997520108,12.534251379650971
2015-05-15,11.086941700465875,14.011015637499998,12.231403314914317,12.479188023552656
2015-05-16,11.201877571680212,14.048488522554347,12.224401240581184,12.541941464564488
2015-05-19,11.191571270459415,13.965238321874999,12.2357073422567,12.541530543996592
2015-05-20,11.208803406100587,13.944854719565216,12.234679514831655,12.535484141354665
2015-05-21,11.149604011888327,14.008133107880433,12.228448311067305,12.53665820012009
2015-05-22,11.181924572516747,13.94307029646739,12.209240786061743,12.551040419996516
2015-05-23,11.365046932607884,13.982533499592389,12.21560046825422,12.638390392143952
2015-05-26,11.517662641085456,13.908479941032606,12.24065376173974,12.596241682465283
2015-05-27,11.662857812684056,13.997701095923912,12.207634805710107,12.631580851304502
2015-05-28,11.574718324643792,14.102913427038043,12.194401527612628,12.63210917774894
2015-05-29,11.364717130968817,14.115541652038042,12.212902421263472,12.615202731526855
2015-05-30,11.390936361274527,14.10620774660326,12.225750264076561,12.610036872958998
2015-06-02,11.27830910153365,13.980817708152173,12.21951906031221,12.501612545972225
2015-06-03,11.42523573173734,13.862359467119564,12.22787015814072,12.510476689651167
2015-06-04,11.536296433692659,13.946639142663042,12.212324268336884,12.489226225997019
2015-06-05,11.606544182813616,13.977454756929346,12.241617349950719,12.496857607972267
2015-06-06,11.601844509456932,14.01204511236413,12.25073931834801,12.553271131650819
2015-06-09,11.890008691590438,13.911774260597824,12.268083906145678,12.565540045749485
2015-06-10,11.948960734573403,13.909715310869563,12.267120317934696,12.601583649847955
2015-06-11,12.056311168089232,13.95041388383152,12.283501317521383,12.640210183230355
2015-06-12,11.899572939123338,14.05727337472826,12.273415760913107,12.676195084390557
2015-06-13,12.07247144840344,14.044851044701085,12.279968160747783,12.757322545081253
2015-06-16,12.022753851314313,14.132081881521739,12.270524996280162,12.757792168587423
2015-06-17,11.99661707141837,14.164544655570651,12.265064663084605,12.78432589668597
2015-06-18,11.852411304736966,14.184585099592391,12.252666494769976,12.862753022216197
2015-06-19,11.903283207562826,14.224871882608696,12.269304451212921,12.875667668635845
2015-06-20,11.741020801142584,14.246353591440217,12.28716295272311,12.86339875453718
2015-06-23,,,,12.862694319277926
2015-06-24,11.801127149862278,14.310592822961954,12.274957502050677,12.927032739623082
2015-06-25,11.654860122936716,14.31031829633152,12.28549273315741,12.878309300858046
2015-06-26,11.527391789437889,14.310730086277175,12.294100787842178,12.836923729376903
2015-06-27,11.371148262930594,14.192340476902173,12.324678653737324,12.666567802514093
2015-06-30,10.96219423048934,14.228646623777172,12.304636018948907,12.599411641131924
2015-07-01,10.992618431693135,14.245873169836957,12.31921832054176,12.498853507873482
2015-07-02,11.249946160574014,14.41196178125,12.305792324802086,12.61637679029228
2015-07-03,10.832087483877988,14.440443919157607,12.3014882974597,12.585616450638208
2015-07-04,10.978684312442617,14.462131522961954,12.296349160334469,12.601818461601038
2015-07-07,10.76571490401605,14.43934581263587,12.307912218866244,12.593130426736913
2015-07-08,10.697693315958787,14.401461137635868,12.297890901472035,12.556558496194
2015-07-09,10.690685031128643,14.36096845964674,12.260567918100023,12.541530543996592
2015-07-10,10.645996909035265,14.407226196874998,12.242773655803898,12.514057568885704
2015-07-11,10.867376259258,14.421570213315219,12.238598106889645,12.580567997946893
2015-07-14,10.925091546094468,14.450670036141302,12.246563769433758,12.608745408317032
2015-07-15,10.664878052871767,14.381901115217392,12.236542452039552,12.465216724244128
2015-07-16,11.136824198374537,14.422256529891303,12.25106051441834,12.57640008932964
2015-07-17,11.155787792620805,14.466729844021739,12.263458682732965,12.595126326638132
2015-07-18,11.053466834100725,14.471328165081522,12.270139560995771,12.552977616959463
2015-07-21,11.148284805332064,14.468377003804347,12.29191665456395,12.53096401510779
2015-07-22,11.14383248320468,14.351016869293478,12.286713278224655,12.463514339034266
2015-07-23,11.179698411453055,14.34820297133152,12.297376987759515,12.500144972515448
2015-07-24,11.142101024599585,14.414295257608694,12.297890901472035,12.55438648747797
2015-07-25,11.116376496752475,14.437286862907609,12.305406889517691,12.560961216564335
2015-07-28,11.270806114244909,14.43310033179348,12.322494520459097,12.626473695674912
2015-07-29,11.082571828748257,14.500702514538043,12.318318971544844,12.657821064711694
2015-07-30,11.169969263100622,14.535979186548913,12.336498669125362,12.669855167057273
2015-07-31,11.091888725051858,14.604816739130435,12.328276049724986,12.6403275891069
2015-08-01,11.08182977506036,14.63981888451087,12.333479426064288,12.618313987255226
2015-08-04,11.270146510966777,14.595276938722828,12.351337927574477,12.66967905824246
2015-08-05,11.365046932607884,14.612297589809783,12.353457821638635,12.72691442305681
2015-08-06,11.371972767028259,14.534812448369566,12.348639880583727,12.707777265180423
2015-08-07,11.392255567830789,14.60749337377717,12.351723362858868,12.726209987797555
2015-08-08,11.339322404760772,14.63803446141304,12.352237276571392,12.708246888686592
2015-08-11,11.38557708463971,14.608660111956521,12.358404241121674,12.757381248019524
2015-08-12,11.576202432019588,14.624651288179347,12.367140774234572,12.780745017451434
2015-08-13,11.526649735749993,14.604199054211955,12.381658836613358,12.759377147920747
2015-08-14,11.456319536219267,14.52458633138587,12.385770146313547,12.711769064982859
2015-08-15,,,,12.711534253229773
2015-08-18,11.457473841955997,14.550940887907608,12.388211236448035,12.821073936043696
2015-08-19,11.40635458790084,14.358085930027173,12.39938885969542,12.794716316759963
2015-08-20,11.223974281497602,14.349781499456522,12.381016444472705,12.751452251254143
2015-08-21,11.292160770374402,14.45561151548913,12.394313961784249,12.820134689031358
2015-08-22,11.281524667514539,14.443944133695652,12.39148743636537,12.839565361599103
2015-08-25,11.186954047512497,14.806731075815218,12.403371690967475,12.887290850413528
2015-08-26,10.903901790784507,14.858273450679347,12.395598746065557,12.92808939251196
2015-08-27,10.983961138667665,14.821624145516303,12.405748541887897,12.901673070289954
2015-08-28,10.839260669527665,14.825467518342391,12.404913432105046,12.86439670448779
2015-08-29,11.03879066116231,14.814486453125,12.427204439385749,12.959965087993185
2015-09-01,10.889390518665625,14.839468376494564,12.418981819985376,12.94986818261055
2015-09-02,10.87924911826436,14.90020739347826,12.435362819572061,13.02125095554824
2015-09-03,10.733971496255995,14.919218362635869,12.43253629415318,12.953038141277192
2015-09-04,10.48521860999082,15.03280375597826,12.430416400089022,12.901790476166498
2015-09-05,10.62851742216479,15.146183254347823,12.430609117731219,13.015204552906313
2015-09-08,10.663971098364335,15.128339023369564,12.414035400502337,13.057059747893627
2015-09-09,10.661497586071343,15.155517159782608,12.411337353511588,12.98420940149916
2015-09-10,10.745184751984223,15.207334061277175,12.404913432105046,13.016261205795196
2015-09-11,10.889390518665625,15.216530703396737,12.421615627762058,12.963722076042536
2015-09-12,10.998802212425613,15.269788869701085,12.420073886624488,12.969827181622733
2015-09-15,11.027742306253613,15.303418381929346,12.415255945569578,13.027356061128437
2015-09-16,11.10326688159962,15.327508093749998,12.421101714049534,12.954036091227799
2015-09-17,11.03417343821539,15.140829985054346,12.448660336883604,12.751804468883769
2015-09-18,10.849484520338695,15.161556745652174,12.441850980192667,12.756442001007187
2015-09-19,10.991958828415003,15.243983366440217,12.44409935268496,12.851247246315056
2015-09-22,,,,12.85048410811753
2015-09-23,10.856905057217668,15.285230992663042,12.430159443232759,12.8430288349571
2015-09-24,10.858801416642295,15.27651477214674,12.436454886211173,12.832344900191755
2015-09-25,10.825079199047847,15.243365681521738,12.451358383874352,12.86868201898158
2015-09-26,10.877600110069032,15.254346746739131,12.460351873843512,12.871264948265512
2015-09-29,10.847505710504302,15.268278973233697,12.466840034464122,12.864866327993957
2015-09-30,10.807764612996905,15.24693452771739,12.461122744412299,12.859054737105117
2015-10-01,10.788636117931105,15.242404838315215,12.465683728610943,12.881068338956789
2015-10-02,10.76233443721563,15.32428240584239,12.468895689314216,12.972292705030119
2015-10-03,10.732734740109498,15.330733781657608,12.476090481289543,12.982389610412753
2015-10-06,10.683099593430137,15.293947213179347,12.465876446253139,12.9206928222898
2015-10-07,11.04579894599245,15.206510481385868,12.484762775188376,12.947520065079704
2015-10-08,10.994267439888462,15.18207761127717,12.479623638063142,12.891458759030778
2015-10-09,10.957494557132655,15.16135085067935,12.468317536387625,12.897974785178873
2015-10-10,10.874879246546742,15.219481864673913,12.463435356118651,12.848605614092856
2015-10-13,10.78715201055531,15.20747132459239,12.454698823005755,12.796770919599451
2015-10-14,10.79737586136634,15.230531561548913,12.43818934499094,12.820369500784444
2015-10-15,10.455041760016323,15.223737027445651,12.466133403109401,12.708422997501406
2015-10-16,10.371684395742509,15.131564711277171,12.44955968588052,12.717169735303804
2015-10-17,10.31537076587207,15.223256605842392,12.454634583791687,12.685587554513937
2015-10-20,10.320977393736184,15.338420527309783,12.449302729024257,12.75562015987139
2015-10-21,10.265076015914579,15.260180437635867,12.44955968588052,12.688522701427493
2015-10-22,10.414393708001496,15.212618698913044,12.442686089975519,12.690166383699083
2015-10-23,10.518940827585268,15.22963935,12.442107937048931,12.714117182513705
2015-10-24,10.710225778243275,15.22483513396739,12.450651752519631,12.78368016436499
2015-10-27,10.641379686088346,15.28852531222826,12.460351873843512,12.79459891088342
2015-10-28,10.500389485387833,15.163203905434779,12.43182966279846,12.755561456933119
2015-10-29,10.52413520340055,15.181528558016305,12.428039549168599,12.793777069747625
2015-10-30,10.335158864216003,14.995193607608694,12.413778443646075,12.669444246489377
2015-10-31,10.354946962559934,14.967123259646739,12.405941259530094,12.660814914563522
2015-11-03,,,,12.66011047930427
2015-11-04,10.184192163933758,15.068149059646741,12.379988617047658,12.605105826144221
2015-11-05,10.262767404441119,15.06478610842391,12.385513189457285,12.616200681477466
2015-11-06,10.123920914394532,14.973917793749997,12.376583938702192,12.524506691897967
2015-11-07,9.955639628061347,15.002194036684784,12.349089555082188,12.517697151058515
2015-11-10,10.228962736436904,15.043167136277173,12.356669782341905,12.570705904317343
2015-11-11,10.354699611330636,15.04172587146739,12.36983882122532,12.58831678579868
